PROD_CODE,PRODUCT_DIV,PRODUCT_GROUP,PRODUCT_LINE
PRD0900878,DEP00052,G00015,D00003
PRD0900077,DEP00052,G00015,D00003
PRD0903741,DEP00052,G00015,D00003
PRD0902992,DEP00052,G00015,D00003
PRD0902517,DEP00052,G00015,D00003
PRD0904665,DEP00052,G00015,D00003
PRD0900818,DEP00052,G00015,D00003
PRD0904750,DEP00052,G00015,D00003
PRD0902121,DEP00052,G00015,D00003
PRD0902780,DEP00052,G00015,D00003
PRD0900311,DEP00052,G00015,D00003
PRD0904933,DEP00052,G00015,D00003
PRD0903282,DEP00052,G00015,D00003
PRD0900907,DEP00052,G00015,D00003
PRD0903685,DEP00052,G00015,D00003
PRD0901821,DEP00052,G00015,D00003
PRD0900732,DEP00052,G00015,D00003
PRD0902341,DEP00052,G00015,D00003
PRD0900436,DEP00052,G00015,D00003
PRD0900753,DEP00052,G00015,D00003
PRD0901329,DEP00052,G00015,D00003
PRD0904237,DEP00052,G00015,D00003
PRD0901984,DEP00052,G00015,D00003
PRD0903706,DEP00052,G00015,D00003
PRD0901720,DEP00052,G00015,D00003
PRD0900221,DEP00052,G00015,D00003
PRD0903115,DEP00052,G00015,D00003
PRD0904234,DEP00052,G00015,D00003
PRD0903372,DEP00052,G00015,D00003
PRD0901561,DEP00052,G00015,D00003
PRD0902840,DEP00052,G00015,D00003
PRD0901917,DEP00052,G00015,D00003
PRD0904868,DEP00052,G00015,D00003
PRD0904434,DEP00052,G00015,D00003
PRD0901569,DEP00052,G00015,D00003
PRD0904548,DEP00052,G00015,D00003
PRD0903044,DEP00052,G00015,D00003
PRD0903144,DEP00052,G00015,D00003
PRD0900939,DEP00052,G00015,D00003
PRD0903390,DEP00052,G00015,D00003
PRD0903204,DEP00052,G00015,D00003
PRD0904841,DEP00052,G00015,D00003
PRD0900986,DEP00052,G00015,D00003
PRD0903516,DEP00052,G00015,D00003
PRD0903494,DEP00052,G00015,D00003
PRD0903076,DEP00052,G00015,D00003
PRD0900076,DEP00052,G00015,D00003
PRD0904557,DEP00052,G00015,D00003
PRD0900622,DEP00052,G00015,D00003
PRD0900201,DEP00052,G00015,D00003
PRD0904391,DEP00052,G00015,D00003
PRD0903670,DEP00052,G00015,D00003
PRD0900181,DEP00052,G00015,D00003
PRD0900461,DEP00052,G00015,D00003
PRD0900675,DEP00052,G00015,D00003
PRD0902168,DEP00052,G00015,D00003
PRD0904916,DEP00052,G00015,D00003
PRD0902151,DEP00052,G00015,D00003
PRD0900971,DEP00052,G00015,D00003
PRD0904076,DEP00052,G00015,D00003
PRD0902289,DEP00052,G00015,D00003
PRD0902401,DEP00052,G00015,D00003
PRD0900555,DEP00052,G00015,D00003
PRD0902224,DEP00052,G00015,D00003
PRD0904507,DEP00052,G00015,D00003
PRD0903309,DEP00052,G00015,D00003
PRD0902142,DEP00052,G00015,D00003
PRD0903211,DEP00052,G00015,D00003
PRD0902694,DEP00052,G00015,D00003
PRD0904739,DEP00052,G00015,D00003
PRD0904240,DEP00052,G00015,D00003
PRD0902646,DEP00052,G00015,D00003
PRD0902175,DEP00052,G00015,D00003
PRD0902907,DEP00053,G00016,D00003
PRD0900584,DEP00053,G00016,D00003
PRD0901900,DEP00053,G00016,D00003
PRD0902671,DEP00053,G00016,D00003
PRD0902723,DEP00053,G00016,D00003
PRD0900528,DEP00053,G00016,D00003
PRD0903460,DEP00053,G00016,D00003
PRD0904212,DEP00053,G00016,D00003
PRD0900522,DEP00053,G00016,D00003
PRD0900264,DEP00053,G00016,D00003
PRD0900870,DEP00053,G00016,D00003
PRD0903817,DEP00053,G00016,D00003
PRD0901150,DEP00053,G00016,D00003
PRD0900746,DEP00053,G00016,D00003
PRD0903962,DEP00053,G00016,D00003
PRD0903373,DEP00053,G00016,D00003
PRD0900218,DEP00053,G00016,D00003
PRD0902221,DEP00053,G00016,D00003
PRD0903877,DEP00053,G00016,D00003
PRD0901837,DEP00053,G00016,D00003
PRD0900289,DEP00053,G00016,D00003
PRD0902724,DEP00053,G00016,D00003
PRD0903250,DEP00053,G00016,D00003
PRD0902498,DEP00053,G00016,D00003
PRD0903825,DEP00053,G00016,D00003
PRD0900670,DEP00053,G00016,D00003
PRD0900781,DEP00053,G00016,D00003
PRD0903050,DEP00053,G00016,D00003
PRD0902026,DEP00053,G00016,D00003
PRD0903399,DEP00053,G00016,D00003
PRD0900811,DEP00053,G00016,D00003
PRD0900487,DEP00053,G00016,D00003
PRD0900403,DEP00053,G00016,D00003
PRD0902434,DEP00053,G00016,D00003
PRD0904132,DEP00053,G00016,D00003
PRD0904440,DEP00053,G00016,D00003
PRD0904450,DEP00053,G00016,D00003
PRD0902499,DEP00053,G00016,D00003
PRD0903106,DEP00053,G00016,D00003
PRD0901170,DEP00053,G00016,D00003
PRD0904867,DEP00053,G00016,D00003
PRD0904194,DEP00053,G00016,D00003
PRD0904697,DEP00053,G00016,D00003
PRD0902796,DEP00053,G00016,D00003
PRD0903998,DEP00053,G00016,D00003
PRD0903058,DEP00053,G00016,D00003
PRD0903888,DEP00053,G00016,D00003
PRD0900475,DEP00053,G00016,D00003
PRD0900569,DEP00053,G00016,D00003
PRD0902093,DEP00053,G00016,D00003
PRD0903944,DEP00053,G00016,D00003
PRD0900774,DEP00053,G00016,D00003
PRD0901162,DEP00053,G00016,D00003
PRD0903869,DEP00053,G00016,D00003
PRD0900557,DEP00053,G00016,D00003
PRD0902332,DEP00053,G00016,D00003
PRD0902140,DEP00054,G00016,D00003
PRD0902431,DEP00054,G00016,D00003
PRD0901547,DEP00054,G00016,D00003
PRD0904229,DEP00054,G00016,D00003
PRD0902569,DEP00054,G00016,D00003
PRD0901141,DEP00054,G00016,D00003
PRD0904161,DEP00054,G00016,D00003
PRD0904397,DEP00054,G00016,D00003
PRD0902265,DEP00054,G00016,D00003
PRD0902926,DEP00054,G00016,D00003
PRD0902532,DEP00054,G00016,D00003
PRD0902477,DEP00054,G00016,D00003
PRD0900317,DEP00054,G00016,D00003
PRD0902247,DEP00054,G00016,D00003
PRD0901904,DEP00054,G00016,D00003
PRD0902213,DEP00054,G00016,D00003
PRD0901896,DEP00054,G00016,D00003
PRD0902453,DEP00054,G00016,D00003
PRD0901220,DEP00054,G00016,D00003
PRD0902924,DEP00054,G00016,D00003
PRD0902555,DEP00054,G00016,D00003
PRD0900996,DEP00054,G00016,D00003
PRD0903361,DEP00054,G00016,D00003
PRD0904002,DEP00054,G00016,D00003
PRD0903329,DEP00054,G00016,D00003
PRD0902013,DEP00054,G00016,D00003
PRD0901082,DEP00054,G00016,D00003
PRD0901105,DEP00054,G00016,D00003
PRD0902125,DEP00054,G00016,D00003
PRD0904936,DEP00054,G00016,D00003
PRD0904297,DEP00054,G00016,D00003
PRD0902383,DEP00054,G00016,D00003
PRD0904208,DEP00054,G00016,D00003
PRD0904900,DEP00054,G00016,D00003
PRD0904770,DEP00054,G00016,D00003
PRD0904453,DEP00054,G00016,D00003
PRD0904243,DEP00054,G00016,D00003
PRD0900846,DEP00054,G00016,D00003
PRD0903773,DEP00054,G00016,D00003
PRD0901077,DEP00054,G00016,D00003
PRD0904398,DEP00054,G00016,D00003
PRD0903599,DEP00054,G00016,D00003
PRD0903114,DEP00054,G00016,D00003
PRD0902736,DEP00054,G00016,D00003
PRD0904803,DEP00054,G00016,D00003
PRD0902467,DEP00054,G00016,D00003
PRD0904856,DEP00054,G00016,D00003
PRD0904444,DEP00054,G00016,D00003
PRD0902916,DEP00054,G00016,D00003
PRD0903154,DEP00054,G00016,D00003
PRD0902816,DEP00054,G00016,D00003
PRD0904682,DEP00054,G00016,D00003
PRD0901918,DEP00054,G00016,D00003
PRD0904427,DEP00054,G00016,D00003
PRD0902923,DEP00054,G00016,D00003
PRD0901780,DEP00054,G00016,D00003
PRD0902600,DEP00054,G00016,D00003
PRD0901426,DEP00054,G00016,D00003
PRD0900310,DEP00054,G00016,D00003
PRD0903161,DEP00054,G00016,D00003
PRD0902562,DEP00054,G00016,D00003
PRD0903197,DEP00054,G00016,D00003
PRD0904093,DEP00054,G00016,D00003
PRD0902216,DEP00055,G00016,D00003
PRD0900815,DEP00055,G00016,D00003
PRD0904816,DEP00055,G00016,D00003
PRD0901606,DEP00055,G00016,D00003
PRD0900962,DEP00055,G00016,D00003
PRD0903348,DEP00055,G00016,D00003
PRD0900734,DEP00055,G00016,D00003
PRD0903184,DEP00055,G00016,D00003
PRD0902219,DEP00055,G00016,D00003
PRD0903290,DEP00055,G00016,D00003
PRD0901295,DEP00055,G00016,D00003
PRD0900131,DEP00055,G00016,D00003
PRD0904493,DEP00055,G00016,D00003
PRD0903907,DEP00055,G00016,D00003
PRD0902318,DEP00055,G00016,D00003
PRD0902963,DEP00055,G00016,D00003
PRD0900745,DEP00055,G00016,D00003
PRD0904993,DEP00055,G00016,D00003
PRD0904372,DEP00055,G00016,D00003
PRD0903711,DEP00055,G00016,D00003
PRD0900265,DEP00055,G00016,D00003
PRD0904842,DEP00055,G00016,D00003
PRD0902293,DEP00055,G00016,D00003
PRD0904290,DEP00055,G00016,D00003
PRD0904124,DEP00055,G00016,D00003
PRD0903618,DEP00055,G00016,D00003
PRD0900534,DEP00055,G00016,D00003
PRD0903276,DEP00055,G00016,D00003
PRD0901850,DEP00055,G00016,D00003
PRD0900572,DEP00055,G00016,D00003
PRD0900032,DEP00055,G00016,D00003
PRD0901319,DEP00055,G00016,D00003
PRD0903096,DEP00055,G00016,D00003
PRD0900601,DEP00055,G00016,D00003
PRD0902228,DEP00055,G00016,D00003
PRD0904312,DEP00055,G00016,D00003
PRD0903229,DEP00055,G00016,D00003
PRD0903484,DEP00055,G00016,D00003
PRD0903851,DEP00055,G00016,D00003
PRD0904992,DEP00055,G00016,D00003
PRD0900513,DEP00055,G00016,D00003
PRD0903605,DEP00055,G00016,D00003
PRD0901537,DEP00055,G00016,D00003
PRD0900301,DEP00055,G00016,D00003
PRD0903110,DEP00055,G00016,D00003
PRD0902347,DEP00055,G00016,D00003
PRD0904690,DEP00055,G00016,D00003
PRD0902355,DEP00055,G00016,D00003
PRD0904326,DEP00055,G00016,D00003
PRD0901052,DEP00055,G00016,D00003
PRD0904118,DEP00055,G00016,D00003
PRD0900550,DEP00055,G00016,D00003
PRD0900796,DEP00055,G00016,D00003
PRD0901262,DEP00055,G00016,D00003
PRD0903301,DEP00055,G00016,D00003
PRD0900025,DEP00055,G00016,D00003
PRD0900727,DEP00055,G00016,D00003
PRD0900525,DEP00055,G00016,D00003
PRD0900570,DEP00055,G00016,D00003
PRD0904482,DEP00055,G00016,D00003
PRD0904241,DEP00055,G00016,D00003
PRD0900614,DEP00055,G00016,D00003
PRD0900323,DEP00055,G00016,D00003
PRD0901767,DEP00055,G00016,D00003
PRD0902868,DEP00055,G00016,D00003
PRD0902049,DEP00055,G00016,D00003
PRD0903448,DEP00055,G00016,D00003
PRD0904058,DEP00055,G00016,D00003
PRD0901113,DEP00055,G00016,D00003
PRD0901168,DEP00055,G00016,D00003
PRD0900865,DEP00055,G00016,D00003
PRD0901413,DEP00055,G00016,D00003
PRD0901558,DEP00055,G00016,D00003
PRD0902358,DEP00055,G00016,D00003
PRD0904930,DEP00055,G00016,D00003
PRD0901813,DEP00055,G00016,D00003
PRD0901958,DEP00055,G00016,D00003
PRD0903809,DEP00055,G00016,D00003
PRD0903234,DEP00067,G00021,D00005
PRD0900710,DEP00067,G00021,D00005
PRD0902507,DEP00067,G00021,D00005
PRD0902165,DEP00067,G00021,D00005
PRD0902901,DEP00067,G00021,D00005
PRD0903214,DEP00067,G00021,D00005
PRD0901977,DEP00067,G00021,D00005
PRD0903806,DEP00067,G00021,D00005
PRD0903496,DEP00067,G00021,D00005
PRD0902214,DEP00067,G00021,D00005
PRD0902375,DEP00067,G00021,D00005
PRD0900135,DEP00067,G00021,D00005
PRD0904213,DEP00067,G00021,D00005
PRD0901359,DEP00067,G00021,D00005
PRD0900967,DEP00067,G00021,D00005
PRD0901255,DEP00067,G00021,D00005
PRD0900325,DEP00067,G00021,D00005
PRD0902583,DEP00067,G00021,D00005
PRD0902248,DEP00067,G00021,D00005
PRD0902465,DEP00067,G00021,D00005
PRD0904369,DEP00067,G00021,D00005
PRD0903751,DEP00067,G00021,D00005
PRD0902195,DEP00067,G00021,D00005
PRD0900067,DEP00067,G00021,D00005
PRD0900736,DEP00067,G00021,D00005
PRD0904898,DEP00067,G00021,D00005
PRD0904516,DEP00067,G00021,D00005
PRD0902631,DEP00067,G00021,D00005
PRD0900270,DEP00067,G00021,D00005
PRD0902284,DEP00067,G00021,D00005
PRD0900688,DEP00067,G00021,D00005
PRD0904009,DEP00067,G00021,D00005
PRD0904036,DEP00067,G00021,D00005
PRD0902242,DEP00067,G00021,D00005
PRD0904695,DEP00067,G00021,D00005
PRD0903298,DEP00067,G00021,D00005
PRD0902549,DEP00067,G00021,D00005
PRD0901127,DEP00067,G00021,D00005
PRD0900247,DEP00067,G00021,D00005
PRD0904616,DEP00067,G00021,D00005
PRD0903899,DEP00067,G00021,D00005
PRD0903664,DEP00067,G00021,D00005
PRD0904911,DEP00067,G00021,D00005
PRD0904808,DEP00067,G00021,D00005
PRD0901114,DEP00067,G00021,D00005
PRD0903457,DEP00067,G00021,D00005
PRD0901862,DEP00067,G00021,D00005
PRD0902525,DEP00067,G00021,D00005
PRD0901815,DEP00067,G00021,D00005
PRD0902957,DEP00067,G00021,D00005
PRD0902505,DEP00067,G00021,D00005
PRD0902251,DEP00067,G00021,D00005
PRD0902598,DEP00067,G00021,D00005
PRD0901755,DEP00067,G00021,D00005
PRD0903035,DEP00067,G00021,D00005
PRD0903341,DEP00067,G00021,D00005
PRD0902157,DEP00067,G00021,D00005
PRD0902692,DEP00067,G00021,D00005
PRD0902626,DEP00067,G00021,D00005
PRD0902756,DEP00067,G00021,D00005
PRD0902861,DEP00067,G00021,D00005
PRD0903693,DEP00067,G00021,D00005
PRD0902666,DEP00067,G00021,D00005
PRD0900193,DEP00067,G00021,D00005
PRD0901286,DEP00067,G00021,D00005
PRD0903230,DEP00067,G00021,D00005
PRD0902635,DEP00067,G00021,D00005
PRD0904796,DEP00067,G00021,D00005
PRD0901155,DEP00067,G00021,D00005
PRD0901221,DEP00067,G00021,D00005
PRD0901461,DEP00067,G00021,D00005
PRD0901172,DEP00067,G00021,D00005
PRD0900849,DEP00067,G00021,D00005
PRD0902576,DEP00067,G00021,D00005
PRD0901670,DEP00067,G00021,D00005
PRD0900096,DEP00067,G00021,D00005
PRD0902316,DEP00067,G00021,D00005
PRD0900217,DEP00067,G00021,D00005
PRD0904289,DEP00067,G00021,D00005
PRD0903174,DEP00067,G00021,D00005
PRD0904684,DEP00067,G00021,D00005
PRD0901622,DEP00067,G00021,D00005
PRD0900414,DEP00067,G00021,D00005
PRD0900170,DEP00067,G00021,D00005
PRD0901527,DEP00067,G00021,D00005
PRD0902769,DEP00067,G00021,D00005
PRD0900393,DEP00067,G00021,D00005
PRD0902748,DEP00067,G00021,D00005
PRD0904054,DEP00067,G00021,D00005
PRD0903631,DEP00067,G00021,D00005
PRD0902395,DEP00067,G00021,D00005
PRD0903539,DEP00067,G00021,D00005
PRD0902250,DEP00067,G00021,D00005
PRD0902682,DEP00067,G00021,D00005
PRD0901681,DEP00067,G00021,D00005
PRD0902575,DEP00067,G00021,D00005
PRD0902154,DEP00067,G00021,D00005
PRD0904602,DEP00067,G00021,D00005
PRD0900685,DEP00067,G00021,D00005
PRD0904167,DEP00067,G00021,D00005
PRD0901044,DEP00067,G00021,D00005
PRD0900107,DEP00067,G00021,D00005
PRD0902127,DEP00067,G00021,D00005
PRD0903180,DEP00067,G00021,D00005
PRD0901779,DEP00067,G00021,D00005
PRD0904200,DEP00067,G00021,D00005
PRD0901045,DEP00067,G00021,D00005
PRD0902270,DEP00069,G00022,D00005
PRD0901894,DEP00069,G00022,D00005
PRD0903740,DEP00069,G00022,D00005
PRD0904306,DEP00069,G00022,D00005
PRD0904232,DEP00069,G00022,D00005
PRD0903094,DEP00069,G00022,D00005
PRD0903324,DEP00069,G00022,D00005
PRD0900448,DEP00069,G00022,D00005
PRD0904676,DEP00069,G00022,D00005
PRD0902042,DEP00069,G00022,D00005
PRD0900503,DEP00069,G00022,D00005
PRD0904316,DEP00069,G00022,D00005
PRD0900271,DEP00069,G00022,D00005
PRD0903428,DEP00069,G00022,D00005
PRD0901086,DEP00069,G00022,D00005
PRD0900709,DEP00069,G00022,D00005
PRD0902150,DEP00069,G00022,D00005
PRD0902399,DEP00069,G00022,D00005
PRD0904033,DEP00069,G00022,D00005
PRD0903245,DEP00069,G00022,D00005
PRD0901078,DEP00069,G00022,D00005
PRD0904729,DEP00069,G00022,D00005
PRD0901142,DEP00069,G00022,D00005
PRD0903263,DEP00069,G00022,D00005
PRD0900208,DEP00069,G00022,D00005
PRD0904910,DEP00069,G00022,D00005
PRD0900178,DEP00069,G00022,D00005
PRD0902687,DEP00069,G00022,D00005
PRD0904323,DEP00069,G00022,D00005
PRD0903165,DEP00069,G00022,D00005
PRD0903183,DEP00069,G00022,D00005
PRD0904343,DEP00069,G00022,D00005
PRD0904466,DEP00069,G00022,D00005
PRD0900441,DEP00069,G00022,D00005
PRD0900073,DEP00069,G00022,D00005
PRD0903902,DEP00069,G00022,D00005
PRD0900628,DEP00069,G00022,D00005
PRD0900335,DEP00069,G00022,D00005
PRD0900657,DEP00069,G00022,D00005
PRD0904669,DEP00069,G00022,D00005
PRD0902616,DEP00069,G00022,D00005
PRD0900638,DEP00069,G00022,D00005
PRD0900509,DEP00069,G00022,D00005
PRD0903666,DEP00069,G00022,D00005
PRD0900861,DEP00069,G00022,D00005
PRD0904476,DEP00069,G00022,D00005
PRD0903985,DEP00069,G00022,D00005
PRD0901275,DEP00069,G00022,D00005
PRD0903090,DEP00073,G00023,D00005
PRD0904498,DEP00073,G00023,D00005
PRD0900959,DEP00073,G00023,D00005
PRD0903431,DEP00073,G00023,D00005
PRD0903850,DEP00073,G00023,D00005
PRD0902647,DEP00073,G00023,D00005
PRD0902573,DEP00073,G00023,D00005
PRD0902377,DEP00073,G00023,D00005
PRD0902819,DEP00073,G00023,D00005
PRD0900949,DEP00073,G00023,D00005
PRD0901362,DEP00073,G00023,D00005
PRD0902613,DEP00073,G00023,D00005
PRD0900966,DEP00073,G00023,D00005
PRD0902473,DEP00073,G00023,D00005
PRD0903407,DEP00073,G00023,D00005
PRD0900278,DEP00073,G00023,D00005
PRD0903588,DEP00073,G00023,D00005
PRD0902428,DEP00076,G00023,D00005
PRD0903678,DEP00076,G00023,D00005
PRD0903077,DEP00076,G00023,D00005
PRD0903053,DEP00076,G00023,D00005
PRD0904244,DEP00076,G00023,D00005
PRD0904604,DEP00076,G00023,D00005
PRD0902062,DEP00076,G00023,D00005
PRD0901310,DEP00081,G00027,D00008
PRD0900751,DEP00081,G00027,D00008
PRD0902925,DEP00081,G00027,D00008
PRD0901573,DEP00081,G00027,D00008
PRD0904924,DEP00081,G00027,D00008
PRD0902801,DEP00081,G00027,D00008
PRD0900988,DEP00081,G00027,D00008
PRD0904348,DEP00081,G00027,D00008
PRD0901271,DEP00081,G00027,D00008
PRD0904231,DEP00081,G00027,D00008
PRD0900722,DEP00081,G00027,D00008
PRD0903181,DEP00081,G00027,D00008
PRD0902853,DEP00081,G00027,D00008
PRD0900205,DEP00081,G00027,D00008
PRD0902886,DEP00081,G00027,D00008
PRD0902066,DEP00081,G00027,D00008
PRD0900357,DEP00081,G00027,D00008
PRD0901923,DEP00081,G00027,D00008
PRD0904063,DEP00081,G00027,D00008
PRD0900508,DEP00081,G00027,D00008
PRD0902836,DEP00088,G00029,D00008
PRD0901131,DEP00070,G00022,D00005
PRD0902025,DEP00063,G00018,D00004
PRD0903312,DEP00018,G00006,D00002
PRD0904260,DEP00088,G00029,D00008
PRD0901578,DEP00070,G00022,D00005
PRD0901006,DEP00070,G00022,D00005
PRD0902803,DEP00084,G00028,D00008
PRD0900633,DEP00018,G00006,D00002
PRD0902947,DEP00050,G00014,D00003
PRD0903511,DEP00084,G00028,D00008
PRD0903989,DEP00083,G00028,D00008
PRD0903429,DEP00070,G00022,D00005
PRD0902619,DEP00050,G00014,D00003
PRD0901009,DEP00084,G00028,D00008
PRD0902069,DEP00002,G00001,D00001
PRD0903913,DEP00002,G00001,D00001
PRD0901239,DEP00002,G00001,D00001
PRD0900890,DEP00003,G00002,D00001
PRD0903473,DEP00004,G00003,D00001
PRD0902189,DEP00004,G00003,D00001
PRD0904982,DEP00005,G00003,D00001
PRD0900149,DEP00008,G00004,D00002
PRD0901629,DEP00008,G00004,D00002
PRD0904813,DEP00012,G00004,D00002
PRD0902337,DEP00012,G00004,D00002
PRD0903738,DEP00013,G00005,D00002
PRD0900529,DEP00013,G00005,D00002
PRD0902046,DEP00016,G00006,D00002
PRD0900143,DEP00019,G00007,D00002
PRD0904874,DEP00019,G00007,D00002
PRD0904983,DEP00019,G00007,D00002
PRD0903607,DEP00020,G00007,D00002
PRD0903574,DEP00020,G00007,D00002
PRD0904981,DEP00020,G00007,D00002
PRD0901938,DEP00020,G00007,D00002
PRD0904719,DEP00020,G00007,D00002
PRD0902000,DEP00020,G00007,D00002
PRD0901261,DEP00021,G00007,D00002
PRD0901325,DEP00021,G00007,D00002
PRD0903022,DEP00021,G00007,D00002
PRD0904758,DEP00022,G00007,D00002
PRD0903692,DEP00022,G00007,D00002
PRD0902445,DEP00022,G00007,D00002
PRD0902176,DEP00022,G00007,D00002
PRD0903223,DEP00022,G00007,D00002
PRD0904686,DEP00022,G00007,D00002
PRD0902200,DEP00022,G00007,D00002
PRD0903481,DEP00022,G00007,D00002
PRD0901501,DEP00022,G00007,D00002
PRD0903652,DEP00022,G00007,D00002
PRD0903153,DEP00023,G00007,D00002
PRD0902079,DEP00023,G00007,D00002
PRD0903923,DEP00023,G00007,D00002
PRD0901538,DEP00023,G00007,D00002
PRD0902382,DEP00024,G00007,D00002
PRD0901924,DEP00030,G00008,D00002
PRD0903589,DEP00030,G00008,D00002
PRD0903979,DEP00030,G00008,D00002
PRD0901989,DEP00034,G00010,D00003
PRD0901873,DEP00035,G00010,D00003
PRD0904080,DEP00039,G00010,D00003
PRD0903388,DEP00041,G00011,D00003
PRD0903878,DEP00046,G00013,D00003
PRD0904017,DEP00047,G00013,D00003
PRD0902784,DEP00049,G00014,D00003
PRD0903787,DEP00053,G00016,D00003
PRD0900229,DEP00053,G00016,D00003
PRD0903007,DEP00053,G00016,D00003
PRD0901811,DEP00053,G00016,D00003
PRD0903189,DEP00053,G00016,D00003
PRD0900573,DEP00067,G00021,D00005
PRD0901321,DEP00067,G00021,D00005
PRD0900144,DEP00069,G00022,D00005
PRD0903478,DEP00069,G00022,D00005
PRD0901782,DEP00069,G00022,D00005
PRD0903602,DEP00069,G00022,D00005
PRD0900586,DEP00069,G00022,D00005
PRD0902904,DEP00081,G00027,D00008
PRD0900127,DEP00084,G00028,D00008
PRD0902759,DEP00084,G00028,D00008
PRD0900206,DEP00085,G00028,D00008
PRD0902403,DEP00029,G00008,D00002
PRD0901483,DEP00084,G00028,D00008
PRD0901566,DEP00084,G00028,D00008
PRD0903249,DEP00084,G00028,D00008
PRD0901476,DEP00032,G00009,D00002
PRD0904757,DEP00085,G00028,D00008
PRD0902911,DEP00062,G00018,D00004
PRD0904458,DEP00070,G00022,D00005
PRD0902476,DEP00082,G00027,D00008
PRD0901417,DEP00001,G00001,D00001
PRD0902888,DEP00001,G00001,D00001
PRD0900081,DEP00002,G00001,D00001
PRD0900791,DEP00003,G00002,D00001
PRD0903475,DEP00003,G00002,D00001
PRD0902775,DEP00003,G00002,D00001
PRD0902697,DEP00004,G00003,D00001
PRD0904420,DEP00004,G00003,D00001
PRD0901565,DEP00005,G00003,D00001
PRD0903472,DEP00005,G00003,D00001
PRD0903510,DEP00011,G00004,D00002
PRD0903299,DEP00012,G00004,D00002
PRD0904902,DEP00013,G00005,D00002
PRD0900220,DEP00013,G00005,D00002
PRD0902170,DEP00013,G00005,D00002
PRD0903489,DEP00016,G00006,D00002
PRD0900348,DEP00019,G00007,D00002
PRD0901287,DEP00019,G00007,D00002
PRD0904743,DEP00020,G00007,D00002
PRD0900760,DEP00020,G00007,D00002
PRD0904409,DEP00021,G00007,D00002
PRD0903338,DEP00022,G00007,D00002
PRD0902672,DEP00022,G00007,D00002
PRD0904248,DEP00022,G00007,D00002
PRD0901424,DEP00022,G00007,D00002
PRD0901812,DEP00022,G00007,D00002
PRD0901545,DEP00023,G00007,D00002
PRD0902044,DEP00025,G00008,D00002
PRD0904928,DEP00033,G00009,D00002
PRD0902365,DEP00039,G00010,D00003
PRD0903089,DEP00039,G00010,D00003
PRD0901641,DEP00042,G00011,D00003
PRD0903871,DEP00042,G00011,D00003
PRD0903009,DEP00042,G00011,D00003
PRD0903340,DEP00046,G00013,D00003
PRD0902126,DEP00046,G00013,D00003
PRD0900009,DEP00047,G00013,D00003
PRD0900354,DEP00049,G00014,D00003
PRD0903000,DEP00049,G00014,D00003
PRD0900105,DEP00052,G00015,D00003
PRD0902233,DEP00052,G00015,D00003
PRD0902198,DEP00052,G00015,D00003
PRD0900397,DEP00052,G00015,D00003
PRD0900648,DEP00052,G00015,D00003
PRD0904745,DEP00053,G00016,D00003
PRD0903353,DEP00053,G00016,D00003
PRD0904749,DEP00054,G00016,D00003
PRD0901049,DEP00055,G00016,D00003
PRD0903088,DEP00055,G00016,D00003
PRD0903714,DEP00067,G00021,D00005
PRD0901188,DEP00067,G00021,D00005
PRD0903728,DEP00067,G00021,D00005
PRD0903143,DEP00069,G00022,D00005
PRD0902906,DEP00062,G00018,D00004
PRD0903193,DEP00071,G00022,D00005
PRD0900140,DEP00040,G00011,D00003
PRD0904014,DEP00086,G00028,D00008
PRD0902374,DEP00050,G00014,D00003
PRD0900906,DEP00068,G00022,D00005
PRD0900872,DEP00071,G00022,D00005
PRD0901177,DEP00071,G00022,D00005
PRD0904489,DEP00026,G00008,D00002
PRD0904015,DEP00062,G00018,D00004
PRD0904428,DEP00050,G00014,D00003
PRD0904304,DEP00070,G00022,D00005
PRD0904727,DEP00071,G00022,D00005
PRD0902732,DEP00050,G00014,D00003
PRD0903928,DEP00070,G00022,D00005
PRD0900581,DEP00061,G00018,D00004
PRD0902665,DEP00070,G00022,D00005
PRD0902011,DEP00001,G00001,D00001
PRD0901467,DEP00002,G00001,D00001
PRD0900725,DEP00002,G00001,D00001
PRD0902541,DEP00002,G00001,D00001
PRD0901889,DEP00003,G00002,D00001
PRD0904629,DEP00003,G00002,D00001
PRD0900488,DEP00003,G00002,D00001
PRD0903393,DEP00003,G00002,D00001
PRD0900233,DEP00003,G00002,D00001
PRD0901421,DEP00004,G00003,D00001
PRD0902837,DEP00004,G00003,D00001
PRD0902161,DEP00011,G00004,D00002
PRD0901696,DEP00011,G00004,D00002
PRD0904131,DEP00011,G00004,D00002
PRD0903993,DEP00011,G00004,D00002
PRD0902006,DEP00012,G00004,D00002
PRD0900051,DEP00012,G00004,D00002
PRD0900297,DEP00013,G00005,D00002
PRD0904858,DEP00013,G00005,D00002
PRD0904883,DEP00016,G00006,D00002
PRD0903021,DEP00019,G00007,D00002
PRD0900411,DEP00019,G00007,D00002
PRD0901069,DEP00019,G00007,D00002
PRD0902854,DEP00019,G00007,D00002
PRD0904759,DEP00019,G00007,D00002
PRD0902782,DEP00019,G00007,D00002
PRD0904474,DEP00020,G00007,D00002
PRD0900400,DEP00021,G00007,D00002
PRD0903157,DEP00022,G00007,D00002
PRD0902072,DEP00022,G00007,D00002
PRD0901546,DEP00023,G00007,D00002
PRD0900338,DEP00023,G00007,D00002
PRD0903857,DEP00025,G00008,D00002
PRD0904429,DEP00025,G00008,D00002
